#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-25T17:49:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-25T17:49:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/540/3523/tablea1&-out.max=unlimited&-out.all=2&-out.add=_RAJ2000,_DEJ2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75403523
#Name: J/MNRAS/540/3523
#Title: BLOeM. Physical properties of OB stars (Bestenlehner+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	creator=Bestenlehner J.M.	    First author or institution
#INFO	cites=bibcode:2025MNRAS.540.3523B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/540/3523	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-gw-3e3	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_540_3523_tablea1:
#Name: J/MNRAS/540/3523/tablea1
#Title: Physical parameters of BLOeM OB stars
#Column	_RAJ2000	(F19.15)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F19.15)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	BLOeM	(A5)	BLOeM identifier (N-NNN) (1)	[ucd=meta.id;meta.main]
#Column	SpType	(a17)	Spectral type (1)	[ucd=src.spType]
#Column	RV	(I4)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.1)	? Radial velocity dispersion	[ucd=spect.dopplerVeloc]
#Column	Teff	(F4.1)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(F4.1)	? Error on Teff (upper)	[ucd=stat.error;stat.max]
#Column	e_Teff	(F4.1)	? Error on Teff (lower)	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	? log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F5.2)	? Error on logg (upper)	[ucd=stat.error;stat.max]
#Column	e_logg	(F5.2)	? Error on logg (lower)	[ucd=stat.error]
#Column	loggc	(F5.2)	? log surface gravity centrifugal corrected	[ucd=phys.gravity]
#Column	E_loggc	(F5.2)	? Error on logg_c (upper)	[ucd=stat.error;stat.max]
#Column	e_loggc	(F5.2)	? Error on logg_c (lower)	[ucd=stat.error]
#Column	Rstar	(F5.1)	? Stellar radius	[ucd=phys.size.radius]
#Column	E_Rstar	(F4.1)	? Error on stellar radius (upper)	[ucd=stat.error;stat.max]
#Column	e_Rstar	(F4.1)	? Error on stellar radius (lower)	[ucd=stat.error]
#Column	logL	(F5.2)	? Log stellar luminosity	[ucd=phys.luminosity]
#Column	E_logL	(F5.2)	? Error on logL (upper)	[ucd=stat.error;stat.max]
#Column	e_logL	(F5.2)	? Error on logL (lower)	[ucd=stat.error]
#Column	Y	(F5.2)	? He abundance mass fraction	[ucd=phys.abund.Y]
#Column	E_Y	(F5.2)	? Error on Y (upper)	[ucd=stat.error;stat.max]
#Column	e_Y	(F5.2)	? Error on Y (lower)	[ucd=stat.error;pos.cartesian.y]
#Column	vsini	(I3)	? Projected radial velocity	[ucd=spect.dopplerVeloc]
#Column	E_vsini	(I3)	? Error on vsini (upper)	[ucd=stat.error;stat.max]
#Column	e_vsini	(I2)	? Error on vsini (lower)	[ucd=stat.error;phys.veloc.rotat]
#Column	Mspec	(F5.1)	? Spectroscopic mass	[ucd=phys.mass]
#Column	E_Mspec	(F6.1)	? Error on Mspec (upper)	[ucd=stat.error;stat.max]
#Column	e_Mspec	(F5.1)	? Error on Mspec (lower)	[ucd=stat.error]
#Column	Mevol	(F5.1)	? Evolutionary mass (2)	[ucd=phys.mass]
#Column	E_Mevol	(F4.1)	? Error on Mevol (upper)	[ucd=stat.error;stat.max]
#Column	e_Mevol	(F4.1)	? Error on Mevol (lower)	[ucd=stat.error]
#Column	Age	(F4.1)	? Stellar age	[ucd=time.age]
#Column	E_Age	(F4.1)	? Error on age (upper)	[ucd=stat.error;stat.max]
#Column	e_Age	(F4.1)	? Error on age (lower)	[ucd=stat.error;time.age]
#Column	Kmag	(F6.3)	? K-band magnitude (3)	[ucd=phot.mag;em.IR.K]
#Column	AV	(F5.2)	? Visual extinction	[ucd=phys.absorption]
#Column	Notes	(a30)	Notes (4)	[ucd=meta.note]
#Column	_RA	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	BLOeM	SpType	RV	s_RV	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	loggc	E_loggc	e_loggc	Rstar	E_Rstar	e_Rstar	logL	E_logL	e_logL	Y	E_Y	e_Y	vsini	E_vsini	e_vsini	Mspec	E_Mspec	e_Mspec	Mevol	E_Mevol	e_Mevol	Age	E_Age	e_Age	Kmag	AV	Notes	_RA	_DE
015.028033295229998	-72.788651306160006	7-069	O6.5V            	 185	 15.6	39.7	 2.3	 3.4	 4.07	 0.22	 0.49	 4.07	 0.22	 0.49	 12.9	 5.3	 3.1	 5.57	 0.26	 0.27	 0.30	 0.05	 0.14	 75	 20	22	 71.0	 112.6	 39.9	 30.2	 7.0	 5.6	 2.9	 1.1	 0.7	14.552	 0.42	SB1                           	015.0280332952300	-72.7886513061600
015.063967066069997	-72.546800275270002	7-070	B1.5III:         	 134	  9.2	25.7	 5.3	 2.7	 4.12	 0.33	 0.52	 4.14	 0.33	 0.52	  6.5	 3.0	 2.5	 4.21	 0.30	 0.26	 0.15	 0.15	 0.00	154	 25	25	 20.9	  52.8	 12.8	 10.5	 2.1	 1.6	11.1	 4.3	 8.4	16.595	 0.37	SB1                           	015.0639670660700	-72.5468002752700
015.084966143799997	-72.689638776159995	7-071	B0II: + B0       	 143	 54.9	29.9	 2.7	 2.0	 3.59	 0.40	 0.34	 3.59	 0.40	 0.34	 17.4	 6.3	 4.2	 5.34	 0.24	 0.23	 0.24	 0.06	 0.08	 78	 19	20	 43.0	 109.2	 22.1	 22.9	 4.6	 4.3	 5.2	 1.4	 0.8	14.207	 0.47	SB2                           	015.0849661438000	-72.6896387761600
015.092318855229999	-72.513542360369996	7-072	O8Vnn            	  52	  9.8	31.8	 2.3	 2.3	 3.12	 0.29	 0.29	 3.60	 0.29	 0.29	  9.9	 4.2	 2.5	 4.96	 0.27	 0.27	 0.40	 0.14	 0.17	413	 25	29	 13.6	  27.6	  6.7	 17.5	 3.0	 2.1	 6.2	 2.1	 1.8	15.321	 0.32	                              	015.0923188552300	-72.5135423603700
015.098014197949997	-72.550854945410009	7-073	B2II:            	 127	  4.1	23.1	 4.9	 3.8	 3.31	 0.67	 0.38	 3.44	 0.67	 0.38	 12.6	 5.2	 4.6	 4.62	 0.26	 0.23	 0.24	 0.11	 0.09	252	 30	29	 16.1	  92.2	  9.3	 12.8	 2.8	 1.4	10.8	 4.3	 3.7	15.151	 1.03	                              	015.0980141979500	-72.5508549454100
015.115302621919998	-72.648002473510019	7-074	B2III:           	 142	  8.1	23.7	 1.1	 3.0	 3.69	 0.15	 0.46	 3.73	 0.15	 0.46	 11.9	 4.3	 2.6	 4.60	 0.22	 0.25	 0.21	 0.13	 0.06	200	 24	25	 27.5	  31.5	 15.0	 12.6	 1.1	 2.6	14.0	 3.0	 3.1	15.305	 0.41	SB1                           	015.1153026219200	-72.6480024735100
015.174266518439993	-72.644463634030004	7-075	B8Ib             	 164	  1.7	13.5	 0.4	 1.9	 2.31	 0.14	 0.19	 2.33	 0.16	 0.19	 49.7	13.5	 8.4	 4.87	 0.14	 0.20	 0.15	 0.03	 0.00	 55	 77	13	 19.2	  18.0	  7.4	 15.2	 1.9	 2.0	10.3	 2.5	 1.4	12.989	 0.46	Post MS, 2MASS                	015.1742665184400	-72.6444636340300
015.174743370619998	-72.508046993340002	7-076	O9.7I(n)         	 249	  4.5	28.3	 4.2	 2.3	 3.17	 1.24	 0.33	 3.35	 1.24	 0.34	 12.1	 5.0	 3.7	 4.93	 0.27	 0.25	 0.30	 0.11	 0.10	253	 31	29	 11.9	 277.6	  6.4	 17.1	 3.1	 2.7	 6.9	 2.5	 2.2	14.350	 0.37	                              	015.1747433706200	-72.5080469933400
015.185512202930001	-72.522370987740004	7-077	B2II:            	 161	  0.0	24.1	 5.1	 6.2	 3.70	 0.69	 0.80	 3.84	 0.69	 0.80	  7.1	 4.1	 2.8	 4.19	 0.30	 0.35	 0.17	 0.17	 0.02	304	 32	31	 12.8	  98.5	  8.4	  9.5	 2.3	 1.7	12.2	 8.4	 9.5	16.266	 0.36	                              	015.1855122029300	-72.5223709877400
015.185510694180000	-72.497320815219993	7-078	B0.2e            	 191	  9.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.482	     	Be                            	015.1855106941800	-72.4973208152200
015.189434012700000	-72.664970175280004	7-079	B2III:           	 147	  7.6	22.5	 4.7	 3.1	 3.47	 0.51	 0.51	 3.60	 0.52	 0.51	  8.7	 4.2	 3.3	 4.25	 0.30	 0.27	 0.20	 0.14	 0.05	250	 30	30	 11.1	  47.7	  6.8	  9.8	 2.1	 1.4	14.0	 7.7	 7.3	16.120	 0.34	                              	015.1894340127000	-72.6649701752800
015.198642174429995	-72.635315913119996	7-080	B1.5III:         	 147	  4.0	23.8	 1.1	 4.2	 3.69	 0.29	 0.52	 3.73	 0.29	 0.52	  7.7	 3.5	 1.8	 4.23	 0.25	 0.30	 0.18	 0.13	 0.03	153	 24	24	 11.4	  24.4	  6.6	  8.9	 1.6	 1.2	17.0	 6.7	 4.1	16.360	 0.35	                              	015.1986421744300	-72.6353159131200
015.220471545940006	-72.796944776200007	7-081	O9.7Vnn          	 151	 81.5	31.8	 3.0	 1.5	 3.88	 0.57	 0.33	 4.05	 0.57	 0.33	  7.1	 2.9	 1.8	 4.66	 0.27	 0.26	 0.18	 0.11	 0.03	417	 31	36	 20.2	  90.2	 10.5	 17.1	 1.7	 2.5	 5.9	 1.4	 3.9	16.103	 0.42	SB2                           	015.2204715459400	-72.7969447762000
015.244675809799997	-72.513959978490007	7-082	B2e+             	 121	 39.5	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.431	     	SB2, Be                       	015.2446758098000	-72.5139599784900
015.247925009270000	-72.524782022980006	7-083	B2II:            	 147	  2.7	23.8	 3.8	 3.0	 3.50	 0.52	 0.33	 3.54	 0.52	 0.33	 10.5	 4.8	 3.4	 4.50	 0.28	 0.27	 0.30	 0.08	 0.14	153	 24	24	 14.0	  59.1	  7.7	 11.4	 2.2	 1.8	11.7	 5.5	 4.0	15.669	 0.34	                              	015.2479250092700	-72.5247820229800
015.261413340610000	-72.658418810140006	7-084	O9.7Iab          	  99	  2.4	28.4	 1.1	 1.5	 3.12	 0.14	 0.19	 3.13	 0.15	 0.19	 24.5	 7.6	 4.9	 5.54	 0.21	 0.22	 0.36	 0.07	 0.06	 78	 98	19	 29.5	  29.2	 12.0	 26.6	 7.1	 4.6	 5.1	 1.0	 1.0	13.446	 0.41	                              	015.2614133406100	-72.6584188101400
015.271801016369992	-72.600906445760003	7-085	B1.5III-II       	 152	  2.4	23.7	 1.2	 1.6	 3.76	 0.29	 0.23	 3.76	 0.29	 0.23	  7.6	 2.9	 1.7	 4.22	 0.25	 0.25	 0.17	 0.08	 0.02	 51	 74	23	 12.3	  22.8	  5.5	  9.3	 1.3	 1.2	17.8	 3.6	 4.0	16.418	 0.36	                              	015.2718010163700	-72.6009064457600
015.282951007710000	-72.567723766650005	7-086	B2II             	 128	 12.0	23.7	 5.5	 4.7	 3.70	 0.51	 0.69	 3.77	 0.51	 0.69	  6.9	 3.8	 2.9	 4.13	 0.32	 0.31	 0.18	 0.13	 0.03	201	 25	25	 10.3	  48.7	  6.6	  9.1	 2.2	 1.5	13.2	 7.6	10.3	15.670	 0.36	lpv/SB1                       	015.2829510077100	-72.5677237666500
015.283551216179998	-72.638050043300012	7-087	B1.5III-II       	 171	  0.9	23.7	 1.2	 2.7	 3.70	 0.23	 0.46	 3.71	 0.23	 0.46	 10.2	 4.1	 2.4	 4.47	 0.24	 0.27	 0.20	 0.11	 0.05	 77	 97	20	 19.5	  31.7	 10.7	 10.3	 2.0	 1.4	15.1	 4.3	 2.8	15.744	 0.36	SiIV 4089 too weak            	015.2835512161800	-72.6380500433000
015.287731731969998	-72.761357077180008	7-088	B2.5II           	 164	  1.7	21.3	 2.0	 2.0	 3.30	 0.29	 0.34	 3.30	 0.29	 0.34	 16.3	 6.3	 4.1	 4.70	 0.25	 0.25	 0.18	 0.14	 0.03	 35	 55	32	 19.5	  36.5	 10.1	 11.3	 2.3	 1.5	14.3	 3.6	 3.2	14.787	 0.34	                              	015.2877317319700	-72.7613570771800
015.294777737370000	-72.574608665699998	7-089	B1.5III-II       	 152	  2.2	23.8	 1.1	 3.4	 3.74	 0.29	 0.38	 3.75	 0.29	 0.38	  9.0	 3.8	 2.1	 4.36	 0.24	 0.28	 0.24	 0.07	 0.09	 77	 96	21	 16.3	  32.8	  8.5	  9.7	 1.7	 1.4	16.0	 5.2	 3.1	16.011	 0.36	                              	015.2947777373700	-72.5746086657000
015.296538505689998	-72.641169767540006	7-090	B2III:           	 141	  8.9	23.8	 4.2	 4.6	 3.69	 0.33	 0.62	 3.75	 0.33	 0.62	  7.8	 4.0	 2.7	 4.24	 0.29	 0.30	 0.25	 0.15	 0.10	198	 25	26	 12.4	  33.7	  7.8	  9.8	 2.1	 1.6	13.0	 8.5	 7.3	16.324	 0.36	                              	015.2965385056900	-72.6411697675400
015.322531253859998	-72.573222712970008	7-092	B2II             	 145	  4.3	22.4	 2.3	 4.1	 3.50	 0.33	 0.52	 3.57	 0.33	 0.52	  9.8	 4.5	 2.7	 4.34	 0.25	 0.30	 0.24	 0.14	 0.09	200	 24	25	 13.3	  33.2	  7.7	  9.5	 1.8	 1.4	16.2	 6.9	 4.2	15.891	 0.31	                              	015.3225312538600	-72.5732227129700
015.325731471199997	-72.641513883290003	7-093	B2IIe            	 193	  9.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.292	     	Be                            	015.3257314712000	-72.6415138832900
015.328607910620001	-72.609162244150014	7-094	O9.7V(n)         	 180	 21.5	31.8	 1.2	 1.5	 4.36	 0.10	 0.24	 4.37	 0.10	 0.24	  8.0	 1.8	 1.3	 4.77	 0.16	 0.17	 0.42	 0.10	 0.09	206	 31	29	 55.2	  32.8	 22.6	 17.0	 1.6	 1.5	 6.4	 1.2	 1.1	15.471	 0.52	SB1                           	015.3286079106200	-72.6091622441500
015.328661129580000	-72.725891045680015	7-095	B1.5III:         	 136	 19.9	23.3	 1.6	 2.7	 4.04	 0.40	 0.34	 4.05	 0.40	 0.34	  8.2	 3.4	 2.0	 4.25	 0.25	 0.27	 0.18	 0.09	 0.03	112	 21	19	 27.5	  77.2	 14.1	  9.1	 1.5	 1.2	17.2	 5.9	 4.1	16.317	 0.30	SB2                           	015.3286611295800	-72.7258910456800
015.329689162450000	-72.519981648219996	7-096	B2II:            	 117	  7.9	25.4	 3.8	 4.1	 3.50	 0.43	 0.43	 3.58	 0.43	 0.43	  8.9	 4.1	 2.8	 4.47	 0.27	 0.28	 0.20	 0.11	 0.05	203	 26	25	 11.0	  36.3	  6.3	 11.7	 2.1	 2.0	10.6	 6.0	 4.8	15.941	 0.39	lpv/SB1                       	015.3296891624500	-72.5199816482200
015.332861583549999	-72.530997630049995	7-098	B2II:            	 158	  6.4	23.3	 4.7	 4.7	 3.47	 0.46	 0.69	 3.54	 0.46	 0.69	 12.1	 6.2	 4.6	 4.59	 0.29	 0.30	 0.15	 0.10	 0.00	204	 27	25	 18.4	  70.8	 11.8	 12.7	 1.9	 2.8	10.8	 5.8	 4.1	15.413	 0.39	lpv/SB1                       	015.3328615835500	-72.5309976300500
015.344178129540001	-72.621502249330021	7-099	B1II             	 162	  8.0	23.7	 7.0	 3.1	 3.70	 0.57	 0.51	 3.72	 0.57	 0.51	 14.8	 7.8	 7.3	 4.79	 0.34	 0.25	 0.17	 0.16	 0.02	153	 24	24	 41.7	 221.5	 26.6	 14.8	 3.5	 2.6	 8.8	 3.4	 4.2	14.749	 0.36	SB2, SiIV 4089 too weak       	015.3441781295400	-72.6215022493300
015.349231488629998	-72.555296054530004	7-100	B2II             	 228	 18.7	23.4	 4.9	 3.0	 3.88	 0.57	 0.48	 3.91	 0.57	 0.48	  6.8	 3.2	 2.6	 4.09	 0.30	 0.27	 0.17	 0.14	 0.02	155	 25	24	 13.6	  67.0	  8.2	  9.3	 1.8	 1.5	14.2	 7.2	 9.7	16.667	 0.36	SB1                           	015.3492314886300	-72.5552960545300
015.370685053639997	-72.769961250330013	7-101	B2III:           	 195	  1.9	19.8	 4.3	 1.2	 3.53	 0.69	 0.29	 3.55	 0.69	 0.29	  8.7	 4.0	 3.4	 4.02	 0.31	 0.25	 0.20	 0.13	 0.05	112	 20	19	  9.9	  64.2	  5.5	  8.3	 1.5	 1.2	21.0	 8.8	 9.3	16.335	 0.27	                              	015.3706850536400	-72.7699612503300
015.378424436260000	-72.607739764849995	7-102	B0V-IV           	 165	 15.3	29.9	 3.0	 2.3	 3.55	 0.48	 0.29	 3.64	 0.48	 0.29	  7.5	 3.1	 2.0	 4.61	 0.27	 0.26	 0.25	 0.09	 0.09	202	 25	24	  8.9	  31.0	  4.5	 14.3	 2.5	 2.0	 6.9	 2.7	 3.3	16.073	 0.40	SB1                           	015.3784244362600	-72.6077397648500
015.387158460049999	-72.697080691069999	7-103	B1II             	 151	  1.9	23.8	 1.1	 2.3	 3.31	 0.14	 0.19	 3.32	 0.15	 0.19	 14.9	 5.9	 3.4	 4.81	 0.25	 0.26	 0.25	 0.07	 0.09	 55	 76	14	 16.7	  19.9	  7.1	 12.7	 2.8	 1.8	12.0	 3.0	 2.5	14.909	 0.35	                              	015.3871584600500	-72.6970806910700
015.419410457780002	-72.714412812099994	7-104	B1.5III:         	 119	 10.3	25.3	 4.9	 5.7	 3.50	 0.43	 0.67	 3.74	 0.43	 0.67	  5.7	 3.3	 2.2	 4.09	 0.31	 0.33	 0.18	 0.17	 0.03	306	 33	31	  6.6	  25.9	  4.2	  9.1	 2.3	 1.6	11.2	 6.7	11.2	16.731	 0.31	SB2                           	015.4194104577800	-72.7144128121000
015.421647557190004	-72.674265819610000	7-105	B1II             	 177	  1.2	29.9	 1.9	 1.9	 4.17	 0.33	 0.38	 4.17	 0.33	 0.38	  5.4	 2.2	 1.3	 4.31	 0.26	 0.26	 0.29	 0.09	 0.10	  0	 28	 0	 15.4	  34.6	  8.1	 12.0	 1.7	 1.3	 7.7	 2.6	 4.9	16.866	 0.34	                              	015.4216475571900	-72.6742658196100
015.426609997479998	-72.565635303670007	7-106	B8Ib             	 150	  1.3	13.4	 0.4	 0.4	 2.12	 0.14	 0.57	 2.22	 0.15	 0.57	 52.9	11.5	 8.2	 4.91	 0.16	 0.16	 0.15	 0.03	 0.00	113	 20	19	 16.9	  12.7	  9.5	 16.0	 2.1	 2.2	10.1	 1.9	 1.7	12.897	 0.55	Post MS, 2MASS                	015.4266099974800	-72.5656353036700
015.455753583670008	-72.633808249189997	7-107	B1.5III II       	 157	  1.8	23.7	 1.2	 2.3	 3.87	 0.23	 0.29	 3.88	 0.23	 0.29	  7.1	 2.8	 1.6	 4.15	 0.25	 0.26	 0.17	 0.10	 0.02	 56	 17	15	 13.8	  22.2	  6.7	  8.8	 1.4	 1.1	18.1	 5.6	 4.0	16.544	 0.32	SiIV 4089 too weak            	015.4557535836700	-72.6338082491900
015.470397860269999	-72.754667275320017	7-108	B2.5Ia           	 198	  6.0	18.9	 3.0	 1.5	 2.50	 0.33	 0.33	 2.66	 0.34	 0.34	 23.7	 7.7	 6.8	 4.81	 0.23	 0.19	 0.26	 0.16	 0.08	153	 24	24	  9.4	  18.2	  5.0	 13.9	 2.1	 1.7	11.1	 3.1	 1.7	13.992	 0.35	SB1                           	015.4703978602700	-72.7546672753200
015.481452036870003	-72.732060992949997	7-109	B2III:           	 176	 10.6	21.3	 9.4	 3.1	 3.30	 0.74	 0.51	 3.59	 0.74	 0.52	  7.3	 5.0	 5.0	 3.99	 0.43	 0.27	 0.15	 0.18	 0.00	306	 33	31	  7.4	  75.7	  5.0	  8.8	 2.1	 1.5	12.4	 7.4	12.4	16.596	 0.33	                              	015.4814520368700	-72.7320609929500
015.483232667860001	-72.725365233870008	7-110	B1.5III:         	 149	 21.2	26.5	 4.5	 4.1	 3.98	 0.43	 0.43	 4.00	 0.43	 0.43	  6.8	 3.4	 2.3	 4.31	 0.29	 0.29	 0.18	 0.11	 0.03	154	 25	24	 16.8	  58.0	  9.8	 10.9	 2.3	 1.8	10.2	 5.3	 7.6	16.523	 0.34	SB1                           	015.4832326678600	-72.7253652338700
015.494919180490001	-72.594160156980010	7-111	B0Ia             	 129	  5.2	26.8	 1.1	 2.3	 2.88	 0.19	 0.29	 2.93	 0.19	 0.29	 35.9	 7.9	 5.6	 5.78	 0.14	 0.16	 0.36	 0.13	 0.07	153	 24	24	 40.1	  36.4	 17.6	 37.9	 6.6	 6.1	 3.9	 0.7	 0.5	12.735	 0.48	lpv/SB1, 2MASS                	015.4949191804900	-72.5941601569800
015.497859616540001	-72.600194352170007	7-112	B1Ib             	 154	  2.3	23.7	 1.2	 1.2	 3.07	 0.17	 0.29	 3.07	 0.17	 0.29	 22.0	 7.5	 4.7	 5.13	 0.23	 0.23	 0.30	 0.16	 0.06	 36	 15	34	 20.9	  24.3	  9.9	 16.7	 3.5	 3.2	 9.1	 2.1	 2.2	14.048	 0.39	                              	015.4978596165400	-72.6001943521700
015.504698687259994	-72.611590590630001	7-113	B3II             	 198	  1.7	20.0	 3.0	 1.5	 3.12	 0.38	 0.33	 3.15	 0.38	 0.33	 16.5	 5.1	 4.6	 4.59	 0.22	 0.18	 0.18	 0.13	 0.03	113	 20	19	 14.2	  30.7	  7.5	 12.4	 1.5	 1.8	13.4	 3.4	 2.4	14.806	 0.32	2MASS                         	015.5046986872600	-72.6115905906300
015.510901429180006	-72.619615160150019	7-114	B2IIe            	 157	 10.7	23.4	 6.5	 4.6	 3.69	 0.76	 0.71	 3.75	 0.76	 0.71	  8.7	 5.1	 4.2	 4.31	 0.34	 0.31	 0.17	 0.09	 0.02	207	 30	27	 15.5	 145.6	 10.2	 10.1	 2.7	 1.7	11.3	 7.4	 8.2	15.754	 0.27	SB                            	015.5109014291800	-72.6196151601500
015.540929251550001	-72.584543653070000	7-115	B0IV             	 164	  1.9	33.7	 1.5	 3.0	 4.34	 0.16	 0.59	 4.34	 0.16	 0.59	  7.4	 3.0	 1.7	 4.80	 0.25	 0.26	 0.40	 0.09	 0.05	  0	 23	 0	 43.2	  55.5	 25.4	 16.4	 2.7	 2.1	 5.6	 2.3	 2.2	16.001	 0.41	                              	015.5409292515500	-72.5845436530700
015.618102881240004	-72.630335191040018	7-116	B3II: + B1.5V:   	   6	 65.0	20.0	 9.2	 0.7	 2.87	 0.76	 0.20	 3.41	 0.79	 0.22	  9.7	 6.6	 7.1	 4.13	 0.44	 0.24	 0.21	 0.17	 0.06	348	135	40	  8.8	 100.8	  5.8	  9.7	 2.4	 1.6	11.4	 8.1	 8.1	16.008	 0.29	SB2                           	015.6181028812400	-72.6303351910400
012.618489558460000	-72.150897952039998	8-001	B8Ib             	 160	  2.5	13.4	 0.4	 0.4	 2.12	 0.14	 0.57	 2.13	 0.16	 0.57	 49.2	 8.6	 6.6	 4.85	 0.14	 0.14	 0.15	 0.03	 0.00	 35	 57	33	 11.9	   8.1	  6.6	 15.1	 1.9	 1.5	10.4	 2.0	 1.2	12.981	 0.33	Post MS, LP, 2MASS            	012.6184895584600	-72.1508979520400
012.639383829809999	-72.274456753080003	8-002	B2II             	 206	 53.0	23.0	 3.8	 4.2	 3.83	 0.57	 0.71	 3.86	 0.57	 0.71	  8.9	 4.4	 3.0	 4.31	 0.28	 0.30	 0.15	 0.10	 0.00	154	 25	24	 20.9	 106.7	 13.3	  9.7	 2.1	 1.5	14.1	 8.2	 6.1	15.979	 0.31	SB2                           	012.6393838298100	-72.2744567530800
012.724352319940007	-72.205341155149995	8-003	B2III-II         	 170	  9.7	23.8	 0.8	 4.9	 3.74	 0.33	 0.62	 3.77	 0.33	 0.62	  7.2	 3.4	 1.7	 4.18	 0.24	 0.31	 0.24	 0.13	 0.09	153	 25	24	 11.3	  28.9	  6.7	  8.4	 1.4	 1.1	18.2	 8.2	 4.2	16.506	 0.35	                              	012.7243523199400	-72.2053411551500
012.736811825749999	-72.276154444940005	8-004	B2III            	 119	  3.3	22.6	 2.3	 3.0	 3.88	 0.57	 0.48	 3.89	 0.57	 0.48	  7.5	 3.1	 2.0	 4.12	 0.25	 0.26	 0.15	 0.11	 0.00	112	 20	20	 15.9	  71.2	  9.0	  8.8	 1.3	 1.2	18.0	 8.2	 5.6	16.483	 0.39	                              	012.7368118257500	-72.2761544449400
012.745357951730004	-72.138052860740018	8-005	B0.7III          	 152	  5.1	28.3	 2.7	 5.5	 3.53	 0.34	 0.34	 3.53	 0.34	 0.34	 11.5	 5.6	 3.2	 4.89	 0.26	 0.31	 0.33	 0.08	 0.15	 43	 20	18	 16.5	  44.4	  8.7	 14.4	 3.4	 2.4	 8.2	 3.1	 2.3	15.283	 0.38	                              	012.7453579517300	-72.1380528607400
012.820101188820002	-72.301654694969997	8-006	B2.5II-Ib        	 139	  8.0	18.8	 3.8	 1.5	 2.69	 0.43	 0.29	 2.79	 0.43	 0.29	 25.5	 9.9	 9.0	 4.87	 0.27	 0.21	 0.18	 0.09	 0.03	153	 24	24	 14.7	  42.7	  8.0	 14.5	 2.4	 2.3	11.0	 2.4	 2.7	13.926	 0.32	lpv/SB1                       	012.8201011888200	-72.3016546949700
012.846407917540001	-72.406323581609996	8-007	B2III:           	 162	 15.5	22.3	 2.3	 3.0	 3.88	 0.57	 0.52	 3.92	 0.57	 0.52	  7.8	 2.9	 2.0	 4.13	 0.23	 0.25	 0.15	 0.11	 0.00	200	 25	25	 18.5	  78.0	 10.7	  8.9	 1.3	 1.1	18.6	 6.7	 5.7	16.219	 0.26	                              	012.8464079175400	-72.4063235816100
